Candidate,Office,Seat,Year,Ideology,Lower,Upper,Party,State,Order
Neal Patrick Dunn,U.S. House,CD-2,2024,1.769,1.596,1.934,Republican,Florida,2
Thuy Lowe,U.S. House,CD-10,2016,-0.322,-0.705,0.054,Republican,Florida,10
Randy Perkins,U.S. House,CD-18,2016,-1.446,-1.656,-1.234,Democratic,Florida,18
Andy Biggs,U.S. House,CD-5,2016,1.715,1.497,1.918,Republican,Arizona,5
Andy Biggs,U.S. House,CD-5,2018,1.906,1.744,2.069,Republican,Arizona,5
Andy Biggs,U.S. House,CD-5,2020,2.211,2.05,2.382,Republican,Arizona,5
Andy Biggs,U.S. House,CD-5,2022,2.298,2.137,2.466,Republican,Arizona,5
Andy Biggs,U.S. House,CD-5,2024,2.153,1.964,2.34,Republican,Arizona,5
David Kustoff,U.S. House,CD-8,2016,1.39,1.131,1.637,Republican,Tennessee,8
David Kustoff,U.S. House,CD-8,2018,1.521,1.307,1.725,Republican,Tennessee,8
David Kustoff,U.S. House,CD-8,2020,1.869,1.679,2.065,Republican,Tennessee,8
David Kustoff,U.S. House,CD-8,2022,1.988,1.826,2.155,Republican,Tennessee,8
David Kustoff,U.S. House,CD-8,2024,1.994,1.824,2.169,Republican,Tennessee,8
Rickey Hobson,U.S. House,CD-8,2016,-0.325,-0.908,0.244,Democratic,Tennessee,8
David H. Gurfein,U.S. House,CD-4,2016,0.127,-0.243,0.5,Republican,New York,4
Steven Reynolds,U.S. House,CD-4,2016,-0.343,-0.768,0.084,Democratic,Tennessee,4
George Athanasopoulos,U.S. House,CD-7,2016,0.865,0.508,1.208,Republican,Colorado,7
J. Wesley Casteen,U.S. House,CD-7,2016,-0.69,-1.058,-0.325,Democratic,North Carolina,7
"Kenneth ""Ken"" McGurn",U.S. House,CD-3,2016,-0.356,-0.702,-0.004,Democratic,Florida,3
Zephyr Teachout,U.S. House,CD-19,2016,-2.288,-2.533,-2.05,Democratic,New York,19
John J. Faso,U.S. House,CD-19,2016,1.254,1.058,1.451,Republican,New York,19
John J. Faso,U.S. House,CD-19,2018,1.387,1.214,1.563,Republican,New York,19
"Charles ""Casper"" Stockham",U.S. House,CD-1,2016,1.146,0.814,1.471,Republican,Colorado,1
"Charles ""Casper"" Stockham",U.S. House,CD-1,2018,1.333,1.086,1.59,Republican,Colorado,1
"Charles ""Casper"" Stockham",U.S. House,CD-7,2020,1.577,1.267,1.922,Republican,Colorado,7
Scott W. Taylor,U.S. House,CD-2,2016,1.04,0.792,1.286,Republican,Virginia,2
Scott W. Taylor,U.S. House,CD-2,2018,1.583,1.389,1.775,Republican,Virginia,2
Scott W. Taylor,U.S. House,CD-2,2020,1.881,1.677,2.092,Republican,Virginia,2
Frank J. Spotorno,U.S. House,CD-14,2016,0.524,0.11,0.95,Republican,New York,14
Michele Young,U.S. House,CD-1,2016,-0.721,-1.082,-0.356,Democratic,Ohio,1
David H. Pinckney,U.S. House,CD-10,2016,-0.428,-0.797,-0.037,Republican,New Jersey,10
David H. Pinckney,U.S. House,CD-10,2022,-0.168,-0.555,0.233,Republican,New Jersey,10
Peter C. Clemens,U.S. House,CD-1,2016,-1.296,-1.709,-0.879,Democratic,Utah,1
William (Bill) McCullough,U.S. House,CD-6,2016,0.158,-0.103,0.42,Democratic,Florida,6
Britani Potter,U.S. House,CD-2,2016,-1.15,-1.483,-0.823,Democratic,Kansas,2
Jim Walz,U.S. House,CD-14,2016,-1.137,-1.513,-0.763,Democratic,Illinois,14
Greg Ryan,U.S. House,CD-4,2016,1.091,0.799,1.371,Republican,Minnesota,4
Greg Ryan,U.S. House,CD-4,2018,1.186,0.942,1.421,Republican,Minnesota,4
Thomas Wakely,U.S. House,CD-21,2016,-1.664,-2.023,-1.306,Democratic,Texas,21
Morgan Carroll,U.S. House,CD-6,2016,-2.116,-2.35,-1.887,Democratic,Colorado,6
Ryan Solen,U.S. House,CD-1,2016,-1.054,-1.399,-0.714,Democratic,Wisconsin,1
Mark Gladney,U.S. House,CD-4,2016,-1.011,-1.453,-0.579,Democratic,Mississippi,4
Francis Rooney,U.S. House,CD-19,2016,1.783,1.603,1.962,Republican,Florida,19
Francis Rooney,U.S. House,CD-19,2018,1.723,1.549,1.903,Republican,Florida,19
Paul Mitchell,U.S. House,CD-10,2016,1.32,1.082,1.541,Republican,Michigan,10
Paul Mitchell,U.S. House,CD-10,2018,1.453,1.279,1.628,Republican,Michigan,10
Wayne Liebnitzky,U.S. House,CD-9,2016,0.614,0.214,0.97,Republican,Florida,9
Wayne Liebnitzky,U.S. House,CD-9,2018,1.06,0.8,1.325,Republican,Florida,9
Mark D. Wicklund,U.S. House,CD-13,2016,-0.488,-0.862,-0.126,Democratic,Illinois,13
Roy Rich,U.S. House,CD-7,2016,-0.119,-0.583,0.343,Democratic,Ohio,7
Patrick Harlan,U.S. House,CD-17,2016,0.295,-0.124,0.716,Republican,Illinois,17
Joshua S. Gottheimer,U.S. House,CD-5,2016,-1.619,-1.794,-1.451,Democratic,New Jersey,5
Joshua S. Gottheimer,U.S. House,CD-5,2018,-1.528,-1.674,-1.385,Democratic,New Jersey,5
Joshua S. Gottheimer,U.S. House,CD-5,2020,-1.461,-1.599,-1.322,Democratic,New Jersey,5
Joshua S. Gottheimer,U.S. House,CD-5,2022,-1.549,-1.692,-1.412,Democratic,New Jersey,5
Joshua S. Gottheimer,U.S. House,CD-5,2024,-1.621,-1.782,-1.461,Democratic,New Jersey,5
Jack M. Martins,U.S. House,CD-3,2016,0.262,-0.069,0.585,Republican,New York,3
Greg Ellison,U.S. House,CD-3,2016,1.144,0.781,1.507,Republican,Louisiana,3
Richard Alarcon,U.S. House,CD-29,2016,-1.515,-1.913,-1.114,Democratic,California,29
Mike Marsicano,U.S. House,CD-11,2016,0.003,-0.294,0.312,Democratic,Pennsylvania,11
Matt Detch,U.S. House,CD-3,2016,-0.795,-1.153,-0.447,Democratic,West Virginia,3
Christopher Peters,U.S. House,CD-2,2016,0.96,0.662,1.26,Republican,Iowa,2
Christopher Peters,U.S. House,CD-2,2018,1.03,0.799,1.268,Republican,Iowa,2
Erica Clawson,U.S. House,CD-1,2016,-0.944,-1.487,-0.411,Other,Vermont,1
Jimmy Panetta,U.S. House,CD-20,2016,-1.836,-2.051,-1.617,Democratic,California,20
Jimmy Panetta,U.S. House,CD-20,2018,-1.962,-2.152,-1.773,Democratic,California,20
Jimmy Panetta,U.S. House,CD-20,2020,-1.995,-2.177,-1.817,Democratic,California,20
Jimmy Panetta,U.S. House,CD-19,2022,-2.039,-2.209,-1.87,Democratic,California,19
Jimmy Panetta,U.S. House,CD-19,2024,-2.123,-2.312,-1.93,Democratic,California,19
Anna E. Throne-Holst,U.S. House,CD-1,2016,-1.755,-2.041,-1.475,Democratic,New York,1
Roger Hernandez,U.S. House,CD-32,2016,-1.541,-1.897,-1.197,Democratic,California,32
Amanda Howland,U.S. House,CD-6,2016,-0.957,-1.375,-0.543,Democratic,Illinois,6
Genevieve (Gen) Williams,U.S. House,CD-7,2016,-0.84,-1.211,-0.457,Democratic,Missouri,7
LuAnn Bennett,U.S. House,CD-10,2016,-1.797,-1.969,-1.631,Democratic,Virginia,10
Ernest T. Reeves,U.S. House,CD-3,2016,-0.592,-1.044,-0.13,Democratic,North Carolina,3
Bily Burkette,U.S. House,CD-5,2016,-0.199,-0.74,0.354,Republican,Louisiana,5
Talia Fuentes,U.S. House,CD-5,2016,-1.293,-1.7,-0.887,Democratic,Arizona,5
Steven G. Bailey,U.S. House,CD-1,2016,0.141,-0.266,0.569,Republican,Missouri,1
Christine Quinn,U.S. House,CD-14,2016,-0.266,-0.612,0.064,Republican,Florida,14
Christine Quinn,U.S. House,CD-14,2020,0.1,-0.374,0.6,Republican,Florida,14
Rafael A. Dagnesses,U.S. House,CD-26,2016,0.8,0.311,1.277,Republican,California,26
Adriano Espaillat,U.S. House,CD-13,2016,-2.009,-2.216,-1.794,Democratic,New York,13
Adriano Espaillat,U.S. House,CD-13,2018,-2.124,-2.312,-1.926,Democratic,New York,13
Adriano Espaillat,U.S. House,CD-13,2020,-2.235,-2.417,-2.061,Democratic,New York,13
Adriano Espaillat,U.S. House,CD-13,2022,-2.254,-2.431,-2.075,Democratic,New York,13
Adriano Espaillat,U.S. House,CD-13,2024,-2.302,-2.492,-2.115,Democratic,New York,13
Laura Sterling,U.S. House,CD-6,2016,0.587,0.003,1.177,Republican,South Carolina,6
Wayne Alberson,U.S. House,CD-9,2016,0.472,0.006,0.95,Republican,Tennessee,9
Colm Willis,U.S. House,CD-5,2016,0.803,0.499,1.104,Republican,Oregon,5
Christopher R. Morse,U.S. House,CD-9,2016,0.571,0.174,0.975,Republican,Michigan,9
Mark I. Holbrook,U.S. House,CD-1,2016,1.209,0.98,1.441,Republican,Maine,1
Mark I. Holbrook,U.S. House,CD-1,2018,1.211,0.976,1.45,Republican,Maine,1
Zeffen Hardin,U.S. House,CD-28,2016,0.005,-0.56,0.579,Republican,Texas,28
Tony Ventrella,U.S. House,CD-8,2016,-0.922,-1.282,-0.574,Democratic,Washington,8
Nicholas Morse,U.S. House,CD-2,2016,1.006,0.598,1.415,Republican,Colorado,2
Deborah Williams,U.S. House,CD-1,2016,-0.699,-1.146,-0.233,Republican,Pennsylvania,1
Jim Lange,U.S. House,CD-15,2016,-0.44,-0.79,-0.088,Democratic,Florida,15
Patrick Malloy,U.S. House,CD-50,2016,-1.083,-1.445,-0.709,Democratic,California,50
Joshua Burkholder,U.S. House,CD-4,2016,-0.632,-1.104,-0.142,Democratic,Pennsylvania,4
Bob Seay,U.S. House,CD-4,2016,-1.028,-1.546,-0.523,Democratic,Colorado,4
Christina Hartman,U.S. House,CD-16,2016,-1.209,-1.5,-0.914,Democratic,Pennsylvania,16
Lloyd K Smucker,U.S. House,CD-16,2016,1.659,1.482,1.834,Republican,Pennsylvania,16
Lloyd K Smucker,U.S. House,CD-11,2018,1.712,1.556,1.867,Republican,Pennsylvania,11
Lloyd K Smucker,U.S. House,CD-11,2020,2.029,1.886,2.179,Republican,Pennsylvania,11
Lloyd K Smucker,U.S. House,CD-11,2022,2.022,1.884,2.158,Republican,Pennsylvania,11
Lloyd K Smucker,U.S. House,CD-11,2024,1.979,1.808,2.146,Republican,Pennsylvania,11
Matt Connolly,U.S. House,CD-17,2016,0.678,0.373,0.988,Republican,Pennsylvania,17
Bob Patterson,U.S. House,CD-1,2016,0.287,-0.092,0.658,Republican,New Jersey,1
Carlos Santamaria,U.S. House,CD-5,2016,-1.138,-1.533,-0.728,Republican,California,5
Shirlene D. (Shiri) Ostrov,U.S. House,CD-1,2016,0.129,-0.307,0.564,Republican,Hawaii,1
Adam P. Bell,U.S. House,CD-3,2016,-0.971,-1.346,-0.587,Democratic,Texas,3
Suzanna Shkreli,U.S. House,CD-8,2016,-1.563,-1.871,-1.255,Democratic,Michigan,8
"Isadore Hall, III",U.S. House,CD-44,2016,-1.975,-2.398,-1.554,Democratic,California,44
Sarah Lloyd,U.S. House,CD-6,2016,-0.698,-1.056,-0.349,Democratic,Wisconsin,6
Raja Krishnamoorthi,U.S. House,CD-8,2016,-1.791,-2.033,-1.521,Democratic,Illinois,8
Raja Krishnamoorthi,U.S. House,CD-8,2018,-2.076,-2.264,-1.899,Democratic,Illinois,8
Raja Krishnamoorthi,U.S. House,CD-8,2020,-2.133,-2.302,-1.965,Democratic,Illinois,8
Raja Krishnamoorthi,U.S. House,CD-8,2022,-2.191,-2.35,-2.03,Democratic,Illinois,8
Raja Krishnamoorthi,U.S. House,CD-8,2024,-2.195,-2.369,-2.015,Democratic,Illinois,8
Raul (Roy) Barrera,U.S. House,CD-27,2016,-0.917,-1.217,-0.611,Democratic,Texas,27
Nicholas Landholt,U.S. House,CD-11,2016,0.62,0.17,1.067,Other,Texas,11
Denise Gitsham,U.S. House,CD-52,2016,0.432,0.153,0.706,Republican,California,52
Brian J Heinrich,U.S. House,CD-1,2016,0.326,-0.018,0.665,Republican,Oregon,1
Hans Reigle,U.S. House,CD-1,2016,0.445,0.172,0.726,Republican,Delaware,1
Thomas Mills,U.S. House,CD-8,2016,0.697,0.357,1.036,Democratic,North Carolina,8
Eve Nunez,U.S. House,CD-7,2016,-0.679,-1.134,-0.22,Republican,Arizona,7
John Rutherford,U.S. House,CD-4,2016,1.334,1.156,1.502,Republican,Florida,4
John Rutherford,U.S. House,CD-4,2018,1.615,1.461,1.773,Republican,Florida,4
John Rutherford,U.S. House,CD-4,2020,1.813,1.675,1.955,Republican,Florida,4
John Rutherford,U.S. House,CD-5,2022,1.802,1.671,1.933,Republican,Florida,5
John Rutherford,U.S. House,CD-5,2024,1.686,1.529,1.843,Republican,Florida,5
Victor Armendariz,U.S. House,CD-4,2016,0.04,-0.321,0.398,Republican,Georgia,4
Gail Schwartz,U.S. House,CD-3,2016,-1.717,-1.972,-1.465,Democratic,Colorado,3
Casey Lucius,U.S. House,CD-20,2016,0.815,0.433,1.204,Republican,California,20
Robert Ardini,U.S. House,CD-12,2016,-0.643,-0.942,-0.32,Republican,New York,12
Steve Lindbeck,U.S. House,CD-1,2016,-1.277,-1.561,-0.994,Democratic,Alaska,1
James A Jones,U.S. House,CD-2,2016,-0.428,-0.93,0.086,Republican,Pennsylvania,2
Mike Manypenny,U.S. House,CD-1,2016,-1.36,-1.758,-0.967,Democratic,West Virginia,1
Lisa Blunt Rochester,U.S. House,CD-1,2016,-1.973,-2.15,-1.786,Democratic,Delaware,1
Lisa Blunt Rochester,U.S. House,CD-1,2018,-2.059,-2.198,-1.922,Democratic,Delaware,1
Lisa Blunt Rochester,U.S. House,CD-1,2020,-2.124,-2.258,-1.988,Democratic,Delaware,1
Lisa Blunt Rochester,U.S. House,CD-1,2022,-2.136,-2.27,-2.003,Democratic,Delaware,1
Lisa Blunt Rochester,U.S. Senate,Sen-I,2024,-2.22,-2.367,-2.077,Democratic,Delaware,100
"Peter ""Pete"" DiCianni",U.S. House,CD-8,2016,0.503,0.103,0.918,Republican,Illinois,8
Emilio Jesus Huerta,U.S. House,CD-21,2016,-1.95,-2.366,-1.538,Democratic,California,21
Harold Bratcher,U.S. House,CD-3,2016,0.942,0.543,1.331,Republican,Kentucky,3
Lou Correa,U.S. House,CD-46,2016,-1.75,-2,-1.502,Democratic,California,46
Lou Correa,U.S. House,CD-46,2018,-1.836,-2.044,-1.632,Democratic,California,46
Lou Correa,U.S. House,CD-46,2020,-1.933,-2.14,-1.736,Democratic,California,46
Lou Correa,U.S. House,CD-46,2022,-1.926,-2.133,-1.719,Democratic,California,46
Lou Correa,U.S. House,CD-46,2024,-1.971,-2.216,-1.728,Democratic,California,46
Bao Nguyen,U.S. House,CD-46,2016,-0.948,-1.394,-0.501,Democratic,California,46
James Neu Jr.,U.S. House,CD-5,2016,-0.959,-1.37,-0.55,Democratic,Ohio,5
Mike Derrick,U.S. House,CD-21,2016,-1.313,-1.647,-0.981,Democratic,New York,21
Christian Cano,U.S. House,CD-9,2016,-1.054,-1.439,-0.678,Democratic,North Carolina,9
James Neal Harris,U.S. House,CD-8,2016,0.147,-0.22,0.518,Democratic,Georgia,8
Tom O'Halleran,U.S. House,CD-1,2016,-1.153,-1.406,-0.88,Democratic,Arizona,1
Tom O'Halleran,U.S. House,CD-1,2018,-1.389,-1.555,-1.221,Democratic,Arizona,1
Tom O'Halleran,U.S. House,CD-1,2020,-1.486,-1.654,-1.326,Democratic,Arizona,1
Tom O'Halleran,U.S. House,CD-2,2022,-1.445,-1.597,-1.292,Democratic,Arizona,2
Paul Babeu,U.S. House,CD-1,2016,1.553,1.311,1.792,Republican,Arizona,1
Jay Sidie,U.S. House,CD-3,2016,-1.094,-1.374,-0.81,Democratic,Kansas,3
John P. McNeil,U.S. House,CD-2,2016,-0.654,-1.004,-0.312,Democratic,North Carolina,2
Mark Plaster,U.S. House,CD-3,2016,0.736,0.337,1.141,Republican,Maryland,3
Eileen Bedell,U.S. House,CD-7,2016,-1.658,-1.92,-1.404,Democratic,Virginia,7
James R. Comer,U.S. House,CD-1,2016,1.356,1.118,1.588,Republican,Kentucky,1
James R. Comer,U.S. House,CD-1,2018,1.523,1.341,1.694,Republican,Kentucky,1
James R. Comer,U.S. House,CD-1,2020,1.689,1.518,1.86,Republican,Kentucky,1
James R. Comer,U.S. House,CD-1,2022,1.846,1.663,2.028,Republican,Kentucky,1
James R. Comer,U.S. House,CD-1,2024,2.074,1.873,2.283,Republican,Kentucky,1
William Matta,U.S. House,CD-17,2016,-0.947,-1.434,-0.459,Democratic,Texas,17
Marty Williams,U.S. House,CD-3,2016,0.361,-0.054,0.757,Republican,Virginia,3
Pete Glidewell,U.S. House,CD-6,2016,-0.741,-1.161,-0.307,Democratic,North Carolina,6
Dennis B. Murphy,U.S. House,CD-2,2016,-0.361,-0.809,0.076,Democratic,Michigan,2
Robert M. Neeld,U.S. House,CD-19,2016,-0.335,-0.778,0.104,Democratic,Florida,19
Sue Googe,U.S. House,CD-4,2016,0.727,0.414,1.042,Republican,North Carolina,4
Angela Aulani Kaaihue,U.S. House,CD-2,2016,-0.425,-0.855,-0.005,Republican,Hawaii,2
Tharon Chandler,U.S. House,CD-7,2016,-0.829,-1.25,-0.399,Democratic,Tennessee,7
Tharon Chandler,U.S. House,CD-4,2022,-0.45,-0.961,0.102,Other,Tennessee,4
Jacob Owens,U.S. House,CD-1,2016,-1.089,-1.607,-0.563,Democratic,Mississippi,1
Kevin Miller,U.S. House,CD-3,2016,-0.242,-0.67,0.195,Democratic,Missouri,3
Hosea Cleveland,U.S. House,CD-3,2016,-1.114,-1.546,-0.672,Democratic,South Carolina,3
Hosea Cleveland,U.S. House,CD-3,2020,-1.633,-2.045,-1.258,Democratic,South Carolina,3
Hector L. Castillo,U.S. House,CD-9,2016,-0.666,-1.017,-0.309,Republican,New Jersey,9
Michael L Lorentz,U.S. House,CD-6,2016,-0.352,-0.731,0.035,Democratic,Ohio,6
John F. Plumb,U.S. House,CD-23,2016,-1.74,-2.029,-1.46,Democratic,New York,23
Arik Bjorn,U.S. House,CD-2,2016,-1.64,-2.022,-1.265,Democratic,South Carolina,2
Steve Isaacson,U.S. House,CD-3,2016,0.32,-0.084,0.717,Other,Arkansas,3
David H. Cole,U.S. House,CD-2,2016,-1.322,-1.705,-0.942,Democratic,New Jersey,2
Fredrick John Lavergne,U.S. House,CD-3,2016,-1.17,-1.551,-0.793,Democratic,New Jersey,3
Daniel M. Wik,U.S. House,CD-1,2016,-0.647,-1.056,-0.233,Democratic,Nebraska,1
Philip Rosenthal,U.S. House,CD-10,2016,-0.689,-1.007,-0.374,Republican,New York,10
Colleen Deacon,U.S. House,CD-24,2016,-2.09,-2.296,-1.885,Democratic,New York,24
Allan E. Romaguera,U.S. House,CD-7,2016,-0.038,-0.553,0.464,Republican,New York,7
Trey Baucum,U.S. House,CD-4,2016,1.052,0.669,1.44,Republican,Louisiana,4
Eric Mauck,U.S. House,CD-26,2016,-0.801,-1.199,-0.417,Democratic,Texas,26
Russell Taub,U.S. House,CD-1,2016,0.543,0.118,0.962,Republican,Rhode Island,1
William Burke,U.S. House,CD-8,2016,0.332,-0.018,0.675,Republican,Massachusetts,8
Kerry Burt,U.S. House,CD-1,2016,0.353,-0.102,0.817,Other,Kansas,1
Nanette Diaz Barragan,U.S. House,CD-44,2016,-2.015,-2.322,-1.708,Democratic,California,44
Nanette Diaz Barragan,U.S. House,CD-44,2018,-2.053,-2.319,-1.787,Democratic,California,44
Nanette Diaz Barragan,U.S. House,CD-44,2020,-2.115,-2.355,-1.876,Democratic,California,44
Nanette Diaz Barragan,U.S. House,CD-44,2022,-2.153,-2.391,-1.909,Democratic,California,44
Nanette Diaz Barragan,U.S. House,CD-44,2024,-2.16,-2.426,-1.894,Democratic,California,44
John Shaban,U.S. House,CD-4,2016,0.332,-0.021,0.68,Republican,Connecticut,4
Phil Oliva,U.S. House,CD-18,2016,0.746,0.448,1.047,Republican,New York,18
Jeff Jones,U.S. House,CD-12,2016,0.971,0.649,1.272,Republican,Michigan,12
Jeff Jones,U.S. House,CD-12,2018,1.098,0.878,1.314,Republican,Michigan,12
Jeff Jones,U.S. House,CD-12,2020,1.158,0.899,1.426,Republican,Michigan,12
Douglas Smith,U.S. House,CD-3,2016,-0.768,-1.228,-0.316,Democratic,Michigan,3
Michael H. Romero,U.S. House,CD-3,2016,0.546,0.152,0.949,Republican,New Mexico,3
Steven J. Uccio,U.S. House,CD-12,2016,-0.313,-0.718,0.093,Republican,New Jersey,12
Lorna Phillipson,U.S. House,CD-4,2016,-1.697,-2.079,-1.311,Democratic,New Jersey,4
Preston Picus,U.S. House,CD-12,2016,-1.5,-1.899,-1.111,Other,California,12
Rashid Malik,U.S. House,CD-7,2016,-1.232,-1.576,-0.895,Democratic,Georgia,7
Steven Specht,U.S. House,CD-1,2016,-0.475,-0.842,-0.095,Democratic,Florida,1
Dennis Quinn,U.S. House,CD-3,2016,-0.177,-0.647,0.299,Democratic,Mississippi,3
Robert (Bob) Evans,U.S. House,CD-6,2016,-0.411,-0.928,0.119,Republican,California,6
Joan McCarthy Lasonde,U.S. House,CD-9,2016,0.064,-0.355,0.483,Republican,Illinois,9
Samuel L. Gaskins,U.S. House,CD-1,2016,0.09,-0.328,0.518,Democratic,Kentucky,1
David W. Kent,U.S. House,CD-6,2016,-0.673,-0.994,-0.351,Democratic,Tennessee,6
Tricia Carpenter McCracken,U.S. House,CD-12,2016,-0.244,-0.678,0.189,Democratic,Georgia,12
Nathan Mathis,U.S. House,CD-2,2016,-0.042,-0.469,0.4,Democratic,Alabama,2
Thomas Simmons,U.S. House,CD-1,2016,-1.269,-1.721,-0.832,Other,Massachusetts,1
John F. Morrow,U.S. House,CD-2,2016,0.062,-0.332,0.447,Republican,Illinois,2
David W.Walker,U.S. House,CD-3,2016,0.086,-0.31,0.487,Other,Oregon,3
Melody Shekari,U.S. House,CD-3,2016,-0.969,-1.324,-0.618,Democratic,Tennessee,3
Peter Jacob,U.S. House,CD-7,2016,-1.627,-1.99,-1.282,Democratic,New Jersey,7
Stuart Starr,U.S. House,CD-2,2016,-0.866,-1.223,-0.5,Democratic,Tennessee,2
Bill Bradshaw,U.S. House,CD-12,2016,-0.624,-1.014,-0.223,Democratic,Texas,12
Walter Dartland,U.S. House,CD-2,2016,-0.588,-1.02,-0.134,Democratic,Florida,2
James Piotrowski,U.S. House,CD-1,2016,-1.414,-1.722,-1.111,Democratic,Idaho,1
Scott Fuhrman,U.S. House,CD-27,2016,-0.69,-0.98,-0.391,Democratic,Florida,27
M. Mark Mitchell,U.S. House,CD-33,2016,0.595,0.033,1.157,Republican,Texas,33
Marshall Jones,U.S. House,CD-4,2016,-0.486,-1.103,0.099,Democratic,Louisiana,4
Darren Soto,U.S. House,CD-9,2016,-1.307,-1.559,-1.043,Democratic,Florida,9
Darren Soto,U.S. House,CD-9,2018,-1.566,-1.724,-1.411,Democratic,Florida,9
Darren Soto,U.S. House,CD-9,2020,-1.671,-1.82,-1.521,Democratic,Florida,9
Darren Soto,U.S. House,CD-9,2022,-1.803,-1.954,-1.659,Democratic,Florida,9
Darren Soto,U.S. House,CD-9,2024,-1.854,-2.024,-1.684,Democratic,Florida,9
Jodey Arrington,U.S. House,CD-19,2016,1.551,1.287,1.792,Republican,Texas,19
Jodey Arrington,U.S. House,CD-19,2018,1.798,1.615,1.982,Republican,Texas,19
Jodey Arrington,U.S. House,CD-19,2020,2.139,1.964,2.322,Republican,Texas,19
Jodey Arrington,U.S. House,CD-19,2022,2.155,1.993,2.324,Republican,Texas,19
Jodey Arrington,U.S. House,CD-19,2024,2.137,1.953,2.322,Republican,Texas,19
Pat Bryan,U.S. House,CD-2,2016,-0.751,-1.205,-0.294,Democratic,Texas,2
Tyler Fischella,U.S. House,CD-35,2016,-0.887,-1.382,-0.392,Republican,California,35
Marc Hennemann,U.S. House,CD-2,2016,0.88,0.465,1.306,Republican,Washington,2
Ron Drake,U.S. House,CD-8,2016,-0.239,-0.73,0.257,Democratic,Indiana,8
"Will Boyd, Jr.",U.S. House,CD-5,2016,-0.319,-0.711,0.099,Democratic,Alabama,5
"Will Boyd, Jr.",U.S. Senate,Sen-III,2022,-1.043,-1.184,-0.904,Democratic,Alabama,102
Mark West,U.S. House,CD-1,2016,0.626,0.113,1.153,Other,Arkansas,1
Kathi Thomas,U.S. House,CD-25,2016,-1.608,-2.021,-1.198,Democratic,Texas,25
Kai Degner,U.S. House,CD-6,2016,-1.703,-1.942,-1.469,Democratic,Virginia,6
George E. McDermott,U.S. House,CD-4,2016,0.196,-0.156,0.55,Republican,Maryland,4
George E. McDermott,U.S. House,CD-4,2018,0.161,-0.185,0.494,Republican,Maryland,4
George E. McDermott,U.S. House,CD-4,2020,0.223,-0.112,0.559,Republican,Maryland,4
"Charles ""C.J."" Baricevic",U.S. House,CD-12,2016,-0.81,-1.196,-0.426,Democratic,Illinois,12
Jeffrey A. Leef,U.S. House,CD-7,2016,-0.721,-1.209,-0.26,Republican,Illinois,7
James Veltmeyer,U.S. House,CD-53,2016,0.345,-0.129,0.82,Republican,California,53
Troy Bonar,U.S. House,CD-19,2016,0.278,-0.277,0.832,Other,Texas,19
Bill Otto,U.S. House,CD-2,2016,-0.731,-1.074,-0.389,Democratic,Missouri,2
Khary Penebaker,U.S. House,CD-5,2016,-1.406,-1.762,-1.051,Democratic,Wisconsin,5
Eugene Cleek,U.S. House,CD-3,2016,0.555,0.109,1.013,Republican,California,3
Derek Kitts,U.S. House,CD-9,2016,-1.298,-1.583,-1.011,Democratic,Virginia,9
Louie J. Campos,U.S. House,CD-22,2016,-1.237,-1.696,-0.779,Democratic,California,22
Chris Fedalei,U.S. House,CD-4,2016,-0.342,-0.858,0.164,Democratic,South Carolina,4
Fran Person,U.S. House,CD-5,2016,-1.142,-1.561,-0.736,Democratic,South Carolina,5
Vincente Gonzalez,U.S. House,CD-15,2016,-1.311,-1.62,-0.967,Democratic,Texas,15
Vincente Gonzalez,U.S. House,CD-15,2018,-1.59,-1.81,-1.374,Democratic,Texas,15
Vincente Gonzalez,U.S. House,CD-15,2020,-1.642,-1.832,-1.454,Democratic,Texas,15
Vincente Gonzalez,U.S. House,CD-34,2022,-1.647,-1.808,-1.489,Democratic,Texas,34
Vincente Gonzalez,U.S. House,CD-34,2024,-1.707,-1.915,-1.504,Democratic,Texas,34
Beverly A. Goldstein,U.S. House,CD-11,2016,0.066,-0.396,0.472,Republican,Ohio,11
Beverly A. Goldstein,U.S. House,CD-11,2018,0.64,0.289,1.005,Republican,Ohio,11
Cody Wommack,U.S. House,CD-4,2016,0.325,-0.137,0.781,Other,Texas,4
David E. Bruderly,U.S. House,CD-4,2016,-0.474,-0.914,-0.041,Democratic,Florida,4
David M. Blackwell,U.S. House,CD-6,2016,-0.06,-0.483,0.367,Democratic,Missouri,6
Dave Hughes,U.S. House,CD-7,2016,1.344,0.978,1.697,Republican,Minnesota,7
Dave Hughes,U.S. House,CD-7,2018,1.452,1.136,1.773,Republican,Minnesota,7
Roger Allen Petersen,U.S. House,CD-11,2016,-0.353,-0.885,0.191,Republican,California,11
Alan Bohms,U.S. House,CD-1,2016,-0.716,-1.128,-0.312,Democratic,Tennessee,1
Douglas Bell,U.S. House,CD-5,2016,0.158,-0.24,0.556,Republican,Georgia,5
Frank Accavitti Jr.,U.S. House,CD-10,2016,-0.836,-1.217,-0.465,Democratic,Michigan,10
Don Wilson,U.S. House,CD-11,2016,-0.486,-0.919,-0.058,Democratic,Georgia,11
Tony Evans,U.S. House,CD-13,2016,-1.285,-1.675,-0.89,Republican,New York,13
G. Burt Lancaster,U.S. House,CD-19,2016,-0.143,-0.629,0.352,Republican,California,19
Tim Westley,U.S. House,CD-15,2016,0.918,0.561,1.274,Republican,Texas,15
